"Income","Country","Age","Height","Location","Gender","Sales"
27888,"Sylvania",89,66,"Rural","Male",445
44497,"Sylvania",48,65,"City","Female",715
114925,"Sylvania",58,69,"City","Female",694
29796,"Sylvania",34,71,"City","Female",676
251070,"Sylvania",35,65,"City","Male",844
9346,"Sylvania",51,68,"City","Male",805
52581,"Freedonia",50,65,"Rural","Male",NA
725834,"Sylvania",21,58,"Rural","Male",247
121097,"Sylvania",27,65,"City","Male",793
1327403,"Sylvania",43,66,"City","Male",931
4231,"Freedonia",21,69,"Rural","Female",NA
12677,"Sylvania",28,61,"City","Female",742
506176,"Sylvania",21,67,"City","Female",644
1672,"Sylvania",18,70,"City","Male",769
103216,"Freedonia",21,65,"Rural","Female",NA
8321,"Freedonia",28,63,"Rural","Male",NA
68645,"Sylvania",23,67,"City","Female",598
40137,"Sylvania",22,65,"City","Male",695
26570,"Sylvania",70,64,"City","Male",-1049
876,"Sylvania",49,65,"City","Female",727
28369,"Sylvania",40,67,"City","Male",863
328845,"Sylvania",32,63,"Rural","Female",210
3395,"Sylvania",44,63,"Rural","Female",207
20418,"Freedonia",32,65,"City","Male",NA
24914,"Freedonia",45,67,"Rural","Male",NA
52895,"Sylvania",38,63,"City","Female",784
692,"Sylvania",27,61,"Rural","Female",222
53383,"Sylvania",29,65,"City","Female",605
13225,"Sylvania",87,67,"City","Male",1052
63419,"Sylvania",41,66,"City","Male",855
59260,"Sylvania",24,61,"City","Male",729
36543,"Sylvania",35,61,"City","Female",633
2708,"Sylvania",59,63,"City","Male",894
525330,"Sylvania",35,62,"City","Female",778
68344,"Sylvania",18,65,"Rural","Female",178
6415,"Sylvania",56,62,"City","Female",746
18028,"Freedonia",44,67,"Rural","Male",NA
17687,"Sylvania",24,69,"City","Female",715
22814,"Sylvania",22,68,"City","Male",681
49389,"Sylvania",75,66,"City","Female",759
161043,"Sylvania",88,67,"City","Female",937
4378,"Sylvania",26,66,"City","Female",696
71036,"Sylvania",52,65,"City","Male",983
26792,"Sylvania",66,63,"City","Female",763
11913,"Sylvania",31,68,"City","Female",759
36055,"Sylvania",27,65,"City","Male",908
64789,"Freedonia",36,68,"Rural","Female",NA
19870,"Sylvania",18,68,"City","Male",744
76098,"Freedonia",57,63,"Rural","Female",NA
40658,"Sylvania",41,66,"City","Female",626
76039,"Sylvania",22,68,"Rural","Male",287
27648,"Sylvania",64,60,"City","Female",932
80375,"Freedonia",91,66,"Rural","Male",NA
14286,"Sylvania",37,67,"City","Female",694
85724,"Sylvania",45,65,"City","Male",876
6703,"Freedonia",21,69,"Rural","Female",NA
7968,"Sylvania",31,63,"City","Female",622
10742,"Sylvania",28,70,"City","Male",899
11869,"Freedonia",37,66,"City","Female",NA
1725123,"Sylvania",41,62,"City","Female",569
59372,"Freedonia",33,71,"Rural","Male",NA
3103,"Freedonia",26,58,"Rural","Female",NA
96474,"Sylvania",23,68,"City","Male",839
7915,"Sylvania",30,71,"City","Male",-783
307924,"Sylvania",28,62,"Rural","Female",202
5129,"Sylvania",22,63,"Rural","Male",385
65355,"Sylvania",54,65,"Rural","Male",305
837146,"Sylvania",27,62,"City","Female",671
2311,"Sylvania",22,66,"City","Male",753
59670,"Sylvania",29,63,"City","Female",655
5636,"Sylvania",30,62,"Rural","Female",207
80108,"Freedonia",30,61,"City","Male",NA
193747,"Sylvania",30,71,"City","Male",860
8771,"Sylvania",22,62,"City","Female",680
48911,"Sylvania",25,61,"City","Male",856
57625,"Sylvania",82,64,"Rural","Male",342
104919,"Freedonia",54,63,"Rural","Male",NA
146996,"Sylvania",21,66,"City","Male",694
6132,"Sylvania",63,64,"City","Female",781
11439,"Sylvania",21,60,"City","Female",561
334642,"Sylvania",74,71,"City","Female",859
74341,"Sylvania",31,70,"City","Female",692
291119,"Sylvania",44,64,"City","Male",812
266263,"Sylvania",25,63,"Rural","Male",298
11796,"Sylvania",20,64,"Rural","Female",198
141883,"Sylvania",68,65,"Rural","Female",289
6647,"Sylvania",24,64,"City","Male",808
114353,"Sylvania",49,67,"City","Female",613
93104,"Sylvania",32,67,"Rural","Female",232
59566,"Sylvania",108,59,"City","Female",907
7001,"Sylvania",23,61,"City","Female",730
3776,"Freedonia",63,65,"Rural","Male",NA
124584,"Freedonia",43,70,"Rural","Male",NA
10936,"Sylvania",33,66,"City","Female",686
69288,"Freedonia",49,68,"Rural","Male",NA
38162,"Sylvania",50,70,"City","Male",865
2415,"Sylvania",27,60,"City","Female",694
8541,"Sylvania",23,67,"Rural","Male",285
96871,"Sylvania",31,71,"City","Female",764
74345,"Sylvania",18,63,"City","Male",722
38144,"Sylvania",55,63,"City","Female",658
367095,"Sylvania",22,66,"City","Female",686
20485,"Sylvania",33,63,"City","Female",736
19698,"Sylvania",48,68,"City","Male",1032
44632,"Sylvania",65,67,"City","Male",820
4269,"Sylvania",45,69,"City","Female",668
6854,"Freedonia",28,70,"City","Female",NA
338424,"Freedonia",95,69,"Rural","Male",NA
25017,"Sylvania",46,68,"City","Female",767
179723,"Sylvania",80,64,"City","Female",935
2849,"Sylvania",26,68,"Rural","Male",285
47177,"Sylvania",18,74,"Rural","Male",260
39001,"Sylvania",57,68,"City","Female",758
3873,"Sylvania",27,71,"City","Female",676
43071,"Sylvania",24,65,"City","Male",747
80228,"Sylvania",21,67,"City","Female",610
27211,"Sylvania",34,70,"City","Female",648
40885,"Freedonia",26,70,"Rural","Male",NA
31419,"Freedonia",32,64,"Rural","Male",NA
9254,"Freedonia",30,65,"Rural","Female",NA
21265,"Sylvania",53,66,"City","Female",760
760922,"Sylvania",19,67,"City","Female",605
1872,"Sylvania",27,68,"City","Female",680
72768,"Sylvania",53,61,"City","Male",683
73747,"Sylvania",66,69,"City","Female",710
114629,"Sylvania",35,64,"City","Female",625
43029,"Sylvania",21,63,"City","Male",765
3267,"Sylvania",73,67,"City","Male",996
7816,"Sylvania",36,66,"Rural","Female",184
392955,"Freedonia",46,65,"Rural","Male",NA
13845,"Sylvania",35,66,"City","Male",705
16046,"Sylvania",21,69,"City","Male",816
114727,"Freedonia",32,62,"Rural","Female",NA
60156,"Sylvania",33,66,"City","Male",738
93108,"Sylvania",28,62,"City","Male",848
18438,"Freedonia",56,64,"Rural","Female",NA
1128,"Freedonia",20,65,"Rural","Male",NA
8695,"Sylvania",26,65,"City","Female",691
172729,"Freedonia",32,60,"Rural","Male",NA
37553,"Sylvania",21,69,"City","Female",715
68052,"Freedonia",49,59,"Rural","Female",NA
50917,"Sylvania",29,69,"City","Female",637
4526,"Sylvania",27,71,"City","Female",719
123902,"Sylvania",30,66,"City","Male",906
311031,"Freedonia",42,67,"City","Female",NA
36200,"Sylvania",71,65,"Rural","Male",360
15626,"Freedonia",52,67,"Rural","Female",NA
3835,"Sylvania",41,64,"City","Male",680
104407,"Freedonia",36,70,"Rural","Female",NA
20216,"Sylvania",50,70,"Rural","Male",446
84712,"Freedonia",52,67,"Rural","Male",NA
45751,"Sylvania",51,67,"City","Female",710
57073,"Sylvania",32,68,"City","Female",668
119123,"Freedonia",44,67,"Rural","Male",NA
149088,"Sylvania",36,69,"Rural","Male",359
180026,"Freedonia",29,65,"Rural","Female",NA
129922,"Freedonia",22,63,"Rural","Female",NA
49804,"Sylvania",24,73,"City","Male",786
42406,"Sylvania",26,68,"City","Female",633
53916,"Sylvania",46,63,"City","Female",749
419608,"Sylvania",25,61,"City","Female",591
23281,"Sylvania",19,64,"City","Female",662
18583,"Sylvania",41,65,"City","Male",769
21352,"Sylvania",19,64,"City","Female",637
58729,"Sylvania",25,63,"City","Male",739
1618,"Sylvania",30,67,"City","Male",844
4213,"Freedonia",19,69,"Rural","Male",NA
5387,"Sylvania",37,65,"City","Female",731
183597,"Sylvania",82,68,"Rural","Male",-363
9262,"Sylvania",32,67,"City","Male",795
23392,"Freedonia",73,67,"Rural","Female",NA
58167,"Sylvania",29,69,"City","Female",718
76732,"Sylvania",42,68,"Rural","Female",229
137449,"Sylvania",28,65,"City","Male",587
12904,"Freedonia",53,64,"Rural","Male",NA
194697,"Sylvania",18,60,"City","Male",743
12246,"Freedonia",51,63,"City","Female",NA
302999,"Sylvania",29,62,"City","Female",631
26365,"Sylvania",20,65,"City","Male",771
22758,"Freedonia",35,65,"Rural","Female",NA
99563,"Freedonia",64,64,"Rural","Male",NA
303975,"Sylvania",41,67,"City","Female",736
545013,"Sylvania",34,67,"City","Male",-838
10759,"Freedonia",29,65,"Rural","Female",NA
7829,"Sylvania",54,69,"City","Female",752
17809,"Freedonia",51,72,"City","Female",NA
1134682,"Freedonia",24,69,"Rural","Female",NA
18716,"Freedonia",42,64,"Rural","Male",NA
95924,"Freedonia",31,66,"City","Male",NA
96466,"Freedonia",32,63,"Rural","Female",NA
47295,"Sylvania",38,66,"City","Female",787
50820,"Sylvania",31,65,"City","Male",730
70136,"Freedonia",38,67,"Rural","Female",NA
1506,"Freedonia",45,66,"Rural","Male",NA
919169,"Sylvania",55,67,"City","Female",-758
47329,"Sylvania",91,64,"City","Male",1052
71154,"Sylvania",60,65,"City","Female",665
5425,"Sylvania",21,64,"City","Female",616
17334,"Sylvania",21,70,"City","Male",826
42050,"Freedonia",53,67,"Rural","Male",NA
102844,"Freedonia",52,66,"Rural","Male",NA
157990,"Sylvania",18,63,"City","Female",588
30995,"Sylvania",34,64,"City","Male",750
43366,"Sylvania",31,68,"City","Female",699
107017,"Sylvania",26,67,"City","Male",689
170107,"Freedonia",29,66,"Rural","Male",NA
2930,"Sylvania",25,63,"City","Female",705
171435,"Sylvania",39,65,"City","Female",-771
45379,"Sylvania",46,70,"City","Female",764
31487,"Sylvania",25,61,"City","Male",986
55028,"Sylvania",28,63,"City","Male",739
11870,"Freedonia",24,67,"Rural","Female",NA
65305,"Sylvania",68,64,"City","Male",805
49363,"Sylvania",73,66,"City","Female",874
40020,"Freedonia",20,71,"City","Female",NA
32398,"Sylvania",23,67,"City","Male",772
22794,"Freedonia",52,62,"Rural","Female",NA
52260,"Sylvania",41,65,"City","Female",618
9149,"Freedonia",24,74,"Rural","Male",NA
466032,"Sylvania",26,71,"Rural","Female",182
4073,"Sylvania",35,67,"City","Female",672
7599,"Sylvania",38,63,"City","Male",696
39617,"Sylvania",21,62,"City","Female",632
75041,"Sylvania",33,64,"City","Female",752
196035,"Sylvania",18,67,"City","Female",608
30176,"Freedonia",21,62,"Rural","Male",NA
18214,"Freedonia",34,62,"Rural","Female",NA
5115,"Sylvania",71,68,"City","Female",907
46395,"Sylvania",32,63,"Rural","Female",221
15314,"Freedonia",20,67,"Rural","Female",NA
150373,"Sylvania",47,67,"City","Male",930
77625,"Sylvania",43,70,"City","Male",905
118123,"Sylvania",43,67,"Rural","Male",380
40072,"Freedonia",37,65,"Rural","Male",NA
23092,"Sylvania",49,66,"Rural","Male",371
761921,"Sylvania",24,70,"City","Female",662
102374,"Sylvania",42,69,"City","Female",617
34758,"Freedonia",46,69,"City","Female",NA
358836,"Freedonia",35,65,"Rural","Male",NA
10282,"Sylvania",71,64,"City","Male",842
24937,"Sylvania",58,64,"City","Male",834
11746,"Sylvania",28,68,"City","Female",597
103725,"Sylvania",21,66,"City","Male",753
41216,"Sylvania",23,67,"City","Female",625
296796,"Sylvania",63,60,"City","Female",699
83838,"Sylvania",21,63,"City","Male",763
8308,"Sylvania",55,69,"City","Female",664
1361650,"Sylvania",35,69,"City","Female",712
16683,"Sylvania",32,68,"City","Male",795
42325,"Sylvania",29,61,"City","Male",714
45205,"Freedonia",22,66,"City","Female",NA
224043,"Sylvania",18,72,"City","Female",581
68261,"Freedonia",32,66,"City","Male",NA
20937,"Sylvania",57,62,"City","Male",-757
14001,"Sylvania",51,58,"City","Female",806
190172,"Sylvania",29,67,"Rural","Male",303
493542,"Sylvania",30,69,"City","Female",702
306375,"Freedonia",28,65,"Rural","Male",NA
434561,"Sylvania",31,63,"City","Female",628
5724,"Sylvania",18,68,"City","Female",684
27029,"Sylvania",29,66,"Rural","Male",305
116189,"Sylvania",39,65,"City","Female",577
85732,"Freedonia",74,70,"Rural","Female",NA
25634,"Sylvania",42,65,"City","Male",809
588522,"Sylvania",37,62,"City","Female",669
3600,"Sylvania",24,65,"City","Male",769
1971,"Sylvania",71,72,"City","Female",741
19447,"Sylvania",29,65,"City","Female",698
42015,"Sylvania",34,64,"City","Male",804
10086,"Sylvania",35,65,"City","Female",732
85297,"Sylvania",41,64,"City","Female",630
12337,"Freedonia",50,68,"Rural","Male",NA
2933,"Sylvania",37,64,"City","Male",909
40558,"Sylvania",53,68,"City","Female",737
1436,"Sylvania",25,64,"City","Female",650
1838,"Sylvania",19,66,"City","Female",634
23904,"Freedonia",18,70,"Rural","Male",NA
2974,"Freedonia",22,67,"Rural","Male",NA
117505,"Sylvania",43,73,"City","Female",660
28807,"Sylvania",29,62,"City","Female",617
1859,"Sylvania",55,68,"City","Male",843
25116,"Sylvania",21,68,"City","Male",850
41687,"Sylvania",23,65,"City","Male",861
155018,"Freedonia",32,65,"City","Female",NA
17109,"Freedonia",47,67,"Rural","Male",NA
4735,"Sylvania",110,60,"Rural","Male",345
144538,"Sylvania",61,67,"Rural","Female",256
360789,"Sylvania",82,73,"City","Male",785
78671,"Sylvania",18,65,"City","Male",776
23153,"Sylvania",34,70,"City","Male",691
465097,"Sylvania",53,64,"Rural","Male",353
2314,"Sylvania",24,64,"City","Female",717
4356,"Sylvania",39,67,"City","Male",952
14538,"Sylvania",34,65,"City","Female",748
7369,"Freedonia",42,63,"Rural","Male",NA
12502,"Freedonia",65,63,"Rural","Female",NA
70512,"Sylvania",36,67,"City","Female",685
99097,"Sylvania",34,65,"City","Female",614
67408,"Sylvania",26,68,"Rural","Male",343
7548,"Sylvania",19,65,"City","Male",819
270090,"Sylvania",57,67,"City","Female",639
14216,"Freedonia",45,65,"Rural","Female",NA
46460,"Sylvania",29,61,"Rural","Female",238
5517,"Sylvania",34,66,"City","Female",579
91745,"Sylvania",29,64,"City","Female",641
24773,"Sylvania",28,67,"Rural","Male",272
183793,"Sylvania",48,64,"Rural","Male",207
43638,"Sylvania",31,64,"City","Male",648
13185,"Sylvania",65,67,"City","Female",806
69977,"Freedonia",22,69,"Rural","Male",NA
19934,"Sylvania",89,65,"City","Male",983
46927,"Sylvania",33,66,"City","Male",819
9402,"Freedonia",62,67,"Rural","Male",NA
292716,"Sylvania",34,66,"City","Female",723
40611,"Sylvania",44,65,"Rural","Female",224
165498,"Sylvania",55,70,"City","Male",821
91076,"Sylvania",29,72,"City","Male",742
32984,"Sylvania",32,60,"Rural","Male",329
81977,"Sylvania",62,66,"City","Female",788
11652,"Sylvania",36,62,"City","Male",867
132378,"Sylvania",28,63,"City","Female",578
9166,"Sylvania",40,75,"City","Male",926
29559,"Sylvania",42,72,"City","Male",706
64644,"Sylvania",23,60,"City","Male",805
7917,"Sylvania",21,70,"City","Female",659
82164,"Sylvania",21,65,"Rural","Female",188
532567,"Sylvania",29,66,"Rural","Female",227
2924,"Freedonia",28,63,"Rural","Male",NA
61105,"Sylvania",79,62,"City","Male",944
18433,"Sylvania",41,67,"City","Female",724
108388,"Sylvania",37,63,"City","Male",819
4355,"Sylvania",39,64,"Rural","Female",240
21832,"Sylvania",20,69,"City","Male",724
5758,"Sylvania",22,68,"Rural","Female",198
108134,"Sylvania",84,67,"City","Male",956
319065,"Sylvania",27,67,"City","Male",662
22665,"Freedonia",41,63,"Rural","Male",NA
168520,"Freedonia",23,64,"Rural","Male",NA
19487,"Sylvania",34,67,"City","Male",967
10187,"Sylvania",28,67,"Rural","Male",385
27271,"Sylvania",54,71,"City","Male",826
1377389,"Sylvania",50,62,"City","Female",654
44802,"Sylvania",29,61,"Rural","Female",229
5875,"Freedonia",28,64,"Rural","Male",NA
154438,"Sylvania",32,62,"City","Female",653
10611,"Sylvania",19,61,"City","Female",674
134841,"Freedonia",41,69,"City","Female",NA
91834,"Sylvania",50,70,"City","Male",1012
126839,"Sylvania",48,66,"City","Female",668
48924,"Sylvania",22,60,"City","Female",617
787,"Sylvania",30,62,"City","Male",736
96466,"Sylvania",54,70,"City","Male",901
267345,"Freedonia",45,58,"Rural","Male",NA
55237,"Sylvania",24,63,"City","Female",785
116171,"Sylvania",36,71,"City","Female",655
56382,"Freedonia",58,69,"Rural","Male",NA
166697,"Sylvania",50,69,"City","Male",831
10668,"Sylvania",25,59,"City","Male",733
29914,"Freedonia",21,61,"Rural","Female",NA
34840,"Freedonia",34,67,"Rural","Female",NA
11654,"Sylvania",50,68,"City","Female",629
1169106,"Sylvania",31,69,"City","Male",860
247168,"Sylvania",35,64,"City","Male",832
133557,"Sylvania",66,65,"City","Female",760
59428,"Sylvania",25,65,"City","Male",-714
4841,"Freedonia",19,67,"Rural","Male",NA
22062,"Freedonia",48,58,"Rural","Female",NA
113561,"Freedonia",33,68,"Rural","Male",NA
257068,"Sylvania",23,74,"City","Male",883
48497,"Freedonia",41,71,"Rural","Female",NA
28262,"Sylvania",55,64,"City","Female",750
22411,"Sylvania",50,62,"City","Male",790
10554,"Sylvania",65,67,"City","Male",949
40134,"Sylvania",24,69,"City","Female",660
176549,"Sylvania",19,66,"City","Female",614
5895,"Freedonia",25,67,"Rural","Male",NA
4829,"Sylvania",73,67,"City","Female",763
130320,"Freedonia",66,71,"City","Male",NA
221114,"Sylvania",67,67,"Rural","Female",264
2337,"Sylvania",46,68,"Rural","Male",295
1578,"Sylvania",33,66,"City","Male",818
87766,"Sylvania",41,66,"Rural","Male",342
200357,"Freedonia",30,67,"Rural","Male",NA
6885,"Freedonia",57,66,"Rural","Male",NA
11311,"Sylvania",26,64,"City","Female",608
2331,"Sylvania",23,65,"Rural","Female",205
226579,"Sylvania",37,68,"City","Female",685
158668,"Freedonia",26,73,"City","Male",NA
9887,"Sylvania",28,66,"Rural","Female",206
633256,"Sylvania",32,65,"Rural","Male",355
151905,"Freedonia",35,67,"Rural","Male",NA
166560,"Freedonia",28,66,"Rural","Male",NA
959065,"Sylvania",26,67,"City","Male",759
112275,"Freedonia",36,63,"Rural","Male",NA
20811,"Sylvania",20,64,"City","Male",729
23833,"Sylvania",40,69,"City","Female",701
31768,"Sylvania",25,67,"City","Male",787
489964,"Sylvania",28,67,"City","Female",602
7027,"Freedonia",57,69,"Rural","Female",NA
25711,"Sylvania",28,71,"Rural","Female",-202
254002,"Sylvania",69,70,"City","Female",732
49078,"Sylvania",21,63,"City","Female",553
14604,"Sylvania",73,59,"City","Male",966
1243745,"Freedonia",21,68,"Rural","Female",NA
294738,"Freedonia",29,65,"Rural","Male",NA
3746,"Sylvania",43,68,"City","Male",870
34752,"Sylvania",20,64,"City","Male",879
467770,"Sylvania",21,69,"Rural","Female",199
5586,"Freedonia",57,72,"Rural","Female",NA
6744,"Sylvania",41,74,"City","Female",734
63226,"Freedonia",20,71,"Rural","Male",NA
1476308,"Freedonia",21,65,"Rural","Male",NA
390734,"Freedonia",53,63,"Rural","Female",NA
33287,"Sylvania",33,63,"City","Male",715
8706,"Sylvania",92,61,"City","Male",1228
205716,"Sylvania",25,66,"City","Male",903
40329,"Freedonia",37,67,"Rural","Male",NA
59444,"Freedonia",26,65,"Rural","Male",NA
93552,"Freedonia",45,66,"Rural","Female",NA
72755,"Freedonia",36,65,"Rural","Female",NA
15431,"Freedonia",32,64,"Rural","Female",NA
2946,"Sylvania",41,66,"City","Female",689
253768,"Sylvania",43,60,"City","Male",895
192944,"Sylvania",84,72,"City","Female",869
39339,"Freedonia",38,66,"Rural","Female",NA
78878,"Sylvania",24,66,"City","Female",561
17547,"Sylvania",35,60,"City","Male",682
117687,"Sylvania",37,66,"City","Male",832
180808,"Freedonia",32,66,"Rural","Female",NA
29442,"Sylvania",25,72,"City","Male",799
83589,"Sylvania",21,64,"City","Female",615
573079,"Sylvania",33,68,"City","Male",734
59809,"Sylvania",20,69,"City","Male",640
3141,"Sylvania",55,63,"City","Male",936
56655,"Sylvania",43,68,"City","Female",-794
12020,"Freedonia",57,65,"Rural","Male",NA
90100,"Freedonia",41,70,"Rural","Male",NA
3645,"Sylvania",27,68,"City","Female",682
15423,"Sylvania",44,67,"Rural","Male",313
4475,"Sylvania",22,68,"City","Female",626
11178,"Sylvania",58,63,"City","Male",930
9171,"Sylvania",58,69,"City","Male",926
96215,"Sylvania",47,61,"Rural","Male",235
2770,"Sylvania",77,60,"City","Male",1048
58674,"Sylvania",53,62,"City","Male",885
113837,"Freedonia",57,67,"City","Female",NA
159848,"Sylvania",74,63,"City","Male",990
71115,"Sylvania",31,64,"Rural","Female",210
27744,"Freedonia",31,65,"City","Male",NA
19078,"Sylvania",109,67,"City","Female",965
6062,"Sylvania",35,65,"City","Male",672
29804,"Freedonia",18,67,"Rural","Male",NA
18040,"Sylvania",109,65,"City","Female",1001
